latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
17.9079,-93.1797,317.1,1.7,1.3,2022-04-05,444,Terra,MODIS,94,6.03,296,28.7,N,2
17.9158,-93.5197,307,1.6,1.3,2022-04-05,444,Terra,MODIS,67,6.03,295.9,11.7,N,2
17.979,-94.5256,309,1.4,1.2,2022-04-05,444,Terra,MODIS,74,6.03,297.4,11.5,N,2
18.0323,-99.4249,305.5,1,1,2022-04-05,444,Terra,MODIS,49,6.03,293.8,4.6,N,0
18.0912,-94.0525,324.8,1.5,1.2,2022-04-05,444,Terra,MODIS,100,6.03,296.8,38.6,N,2
18.0929,-94.0382,310.5,1.5,1.2,2022-04-05,444,Terra,MODIS,78,6.03,296.2,14.9,N,2
18.0932,-94.0592,308.5,1.5,1.2,2022-04-05,444,Terra,MODIS,72,6.03,296.3,12.6,N,2
18.0948,-94.045,323.1,1.5,1.2,2022-04-05,444,Terra,MODIS,100,6.03,296.9,36.2,N,2
18.1138,-100.116,308,1.1,1,2022-04-05,444,Terra,MODIS,46,6.03,296.9,5.4,N,0
18.123,-100.1172,307.8,1.1,1,2022-04-05,444,Terra,MODIS,64,6.03,296.1,5.8,N,0
18.1987,-95.142,309,1.3,1.1,2022-04-05,444,Terra,MODIS,74,6.03,296.3,9.4,N,0
18.2017,-94.0064,308.2,1.5,1.2,2022-04-05,444,Terra,MODIS,71,6.03,296.2,12,N,2
18.2098,-95.217,311.6,1.3,1.1,2022-04-05,444,Terra,MODIS,82,6.03,296.5,11.8,N,0
18.2293,-98.8276,313.2,1,1,2022-04-05,444,Terra,MODIS,87,6.03,295.6,9.8,N,0
18.2369,-98.8383,305.3,1,1,2022-04-05,444,Terra,MODIS,59,6.03,294,4.6,N,0
18.2383,-98.829,317.3,1,1,2022-04-05,444,Terra,MODIS,95,6.03,294.7,13.2,N,0
18.3473,-99.6025,310.8,1,1,2022-04-05,444,Terra,MODIS,31,6.03,297.5,6.6,N,0
18.3564,-99.6036,309.7,1,1,2022-04-05,444,Terra,MODIS,28,6.03,295.4,6.5,N,0
18.5094,-96.149,311.5,1.2,1.1,2022-04-05,444,Terra,MODIS,83,6.03,294.1,11.9,N,2
18.829,-99.8356,327.3,1,1,2022-04-05,444,Terra,MODIS,100,6.03,290.3,28.6,N,0
18.8304,-99.8261,301.9,1,1,2022-04-05,444,Terra,MODIS,45,6.03,288.8,6.3,N,0
18.8675,-98.4784,311.7,1,1,2022-04-05,444,Terra,MODIS,83,6.03,289.1,12,N,0
18.982,-88.966,307.5,3.8,1.8,2022-04-05,444,Terra,MODIS,72,6.03,294.3,47.7,N,0
18.9925,-88.9381,304.5,3.8,1.8,2022-04-05,444,Terra,MODIS,60,6.03,293.9,34.6,N,0
19.1741,-98.3243,311.9,1,1,2022-04-05,444,Terra,MODIS,84,6.03,285.2,13.7,N,0
19.1754,-98.3149,301,1,1,2022-04-05,444,Terra,MODIS,37,6.03,286.2,6.6,N,0
19.2886,-92.1759,309.7,2.2,1.4,2022-04-05,444,Terra,MODIS,57,6.03,296.2,19,N,3
19.2893,-92.1704,316.5,2.2,1.4,2022-04-05,444,Terra,MODIS,91,6.03,296.3,36.8,N,3
19.2907,-92.1553,307,2.2,1.4,2022-04-05,444,Terra,MODIS,18,6.03,296.2,13.4,N,3
19.3014,-92.1774,307.5,2.2,1.4,2022-04-05,444,Terra,MODIS,14,6.03,296.2,14.2,N,3
19.443,-89.2958,308.5,3.6,1.8,2022-04-05,444,Terra,MODIS,74,6.03,294.2,46.6,N,0
19.5672,-92.2424,307.4,2.2,1.4,2022-04-05,444,Terra,MODIS,54,6.03,296.6,16.7,N,3
18.8613,-102.0207,312.4,1.3,1.1,2022-04-05,445,Terra,MODIS,85,6.03,297.5,13,N,0
18.8632,-102.0087,309.8,1.3,1.1,2022-04-05,445,Terra,MODIS,78,6.03,297,10,N,0
19.6338,-101.8709,301.6,1.2,1.1,2022-04-05,445,Terra,MODIS,43,6.03,279.9,11.7,N,0
19.7446,-101.9438,300.2,1.2,1.1,2022-04-05,445,Terra,MODIS,21,6.03,282.8,9.3,N,0
19.7469,-97.8379,311.6,1,1,2022-04-05,445,Terra,MODIS,83,6.03,288.2,12.7,N,0
19.7686,-102.5602,300.7,1.3,1.1,2022-04-05,445,Terra,MODIS,32,6.03,287.7,8.7,N,0
19.7709,-102.5468,334.8,1.3,1.1,2022-04-05,445,Terra,MODIS,100,6.03,292.4,57.1,N,0
20.3804,-101.2276,314.5,1.1,1.1,2022-04-05,445,Terra,MODIS,89,6.03,290.7,15.8,N,0
20.382,-101.217,303.6,1.1,1.1,2022-04-05,445,Terra,MODIS,56,6.03,290.2,6.9,N,0
20.3951,-103.8458,303.1,1.6,1.2,2022-04-05,445,Terra,MODIS,53,6.03,286.3,13.9,N,0
20.5115,-97.4745,307.5,1.1,1,2022-04-05,445,Terra,MODIS,69,6.03,294.9,6.8,N,2
20.5207,-97.4759,306.1,1.1,1,2022-04-05,445,Terra,MODIS,57,6.03,294.8,5.5,N,2
20.6394,-102.4467,302.7,1.3,1.1,2022-04-05,445,Terra,MODIS,51,6.03,285.1,10.4,N,0
20.7034,-103.8629,306.1,1.6,1.2,2022-04-05,445,Terra,MODIS,67,6.03,287.3,16.7,N,0
20.7059,-103.8481,307,1.6,1.2,2022-04-05,445,Terra,MODIS,70,6.03,287,17.5,N,0
20.7418,-103.5691,300.9,1.5,1.2,2022-04-05,445,Terra,MODIS,36,6.03,287.3,11.3,N,0
20.7525,-103.5713,349.2,1.5,1.2,2022-04-05,445,Terra,MODIS,100,6.03,291.8,113.7,N,0
20.7548,-103.5577,336.4,1.5,1.2,2022-04-05,445,Terra,MODIS,100,6.03,290.7,71.7,N,0
20.7951,-103.381,303.8,1.5,1.2,2022-04-05,445,Terra,MODIS,57,6.03,290.1,11.9,N,0
21.0323,-101.5348,300.1,1.1,1.1,2022-04-05,445,Terra,MODIS,15,6.03,288.8,5.8,N,0
21.664,-98.5461,306.1,1,1,2022-04-05,445,Terra,MODIS,66,6.03,295.6,5.2,N,0
21.7254,-104.2404,327.9,1.6,1.2,2022-04-05,445,Terra,MODIS,100,6.03,286.3,57.6,N,0
21.7979,-98.7776,309.1,1,1,2022-04-05,445,Terra,MODIS,76,6.03,295.6,6.9,N,0
21.8069,-98.779,318.3,1,1,2022-04-05,445,Terra,MODIS,96,6.03,295.4,14.2,N,0
21.8626,-103.8518,308.1,1.5,1.2,2022-04-05,445,Terra,MODIS,61,6.03,287.5,16.9,N,0
21.8648,-103.8391,311.6,1.5,1.2,2022-04-05,445,Terra,MODIS,83,6.03,290.2,20.4,N,0
21.8758,-103.839,304.2,1.5,1.2,2022-04-05,445,Terra,MODIS,37,6.03,287.2,11.8,N,0
22.119,-98.2418,310,1,1,2022-04-05,445,Terra,MODIS,78,6.03,294.9,9,N,0
22.8034,-98.8888,310.6,1,1,2022-04-05,445,Terra,MODIS,80,6.03,293.6,9.4,N,0
22.8048,-98.8791,306.8,1,1,2022-04-05,445,Terra,MODIS,69,6.03,293.7,6.7,N,0
22.9923,-98.8518,308.4,1,1,2022-04-05,445,Terra,MODIS,75,6.03,294.1,7.4,N,0
22.9937,-98.842,308.7,1,1,2022-04-05,445,Terra,MODIS,75,6.03,294.2,7.5,N,0
23.0199,-99.3207,302.2,1,1,2022-04-05,446,Terra,MODIS,43,6.03,290.5,4.4,N,0
23.0391,-99.3141,303.7,1,1,2022-04-05,446,Terra,MODIS,33,6.03,291.3,5.3,N,0
23.048,-99.3156,303.2,1,1,2022-04-05,446,Terra,MODIS,48,6.03,291.1,5.2,N,0
23.0814,-99.2719,300.9,1,1,2022-04-05,446,Terra,MODIS,35,6.03,290.5,4.4,N,0
24.0749,-99.072,309.1,1,1,2022-04-05,446,Terra,MODIS,76,6.03,295,7.5,N,0
24.2184,-106.0715,301.5,1.9,1.4,2022-04-05,446,Terra,MODIS,41,6.03,281.5,16.2,N,0
24.2254,-106.0668,307.2,1.9,1.4,2022-04-05,446,Terra,MODIS,71,6.03,282.6,26.2,N,0
24.2452,-106.0603,301.6,1.9,1.3,2022-04-05,446,Terra,MODIS,25,6.03,282.9,17.3,N,0
25.313,-100.228,305.3,1,1,2022-04-05,446,Terra,MODIS,64,6.03,288.6,7.7,N,0
26.885,-101.4635,307.7,1,1,2022-04-05,447,Terra,MODIS,72,6.03,290.9,7.1,N,2
38.8854,-96.1261,310.7,2.1,1.4,2022-04-05,450,Terra,MODIS,81,6.03,277.7,42.5,N,0
38.886,-96.1319,313,2.1,1.4,2022-04-05,450,Terra,MODIS,86,6.03,277.9,47.9,N,0
54.8748,90.1087,305.1,1,1,2022-04-05,513,Terra,MODIS,61,6.03,281.4,8.3,D,0
52.712,83.6945,320.7,1.1,1.1,2022-04-05,514,Terra,MODIS,60,6.03,289,18.9,D,0
52.731,83.7002,324.2,1.1,1.1,2022-04-05,514,Terra,MODIS,83,6.03,289.6,24,D,0
52.7329,83.6834,334.1,1.1,1.1,2022-04-05,514,Terra,MODIS,67,6.03,289.4,38.5,D,0
52.9574,83.7876,317.8,1.1,1.1,2022-04-05,514,Terra,MODIS,46,6.03,285.9,17.3,D,0
52.9763,83.7934,316.1,1.1,1.1,2022-04-05,514,Terra,MODIS,31,6.03,285.9,15.4,D,0
53.8829,87.2657,314.9,1,1,2022-04-05,514,Terra,MODIS,75,6.03,290,12.6,D,2
53.9183,87.2797,302.1,1,1,2022-04-05,514,Terra,MODIS,8,6.03,286,5,D,2
53.9271,87.2832,302.9,1,1,2022-04-05,514,Terra,MODIS,0,6.03,285.7,6.2,D,2
46.8004,87.8657,318.4,1.1,1,2022-04-05,515,Terra,MODIS,72,6.03,300.9,9.9,D,0
47.0692,88.1036,322.2,1.1,1.1,2022-04-05,515,Terra,MODIS,78,6.03,299.9,15.2,D,0
50.0172,78.7169,307.7,1.7,1.3,2022-04-05,515,Terra,MODIS,61,6.03,295.8,10.4,D,0
50.5893,80.0016,303.9,1.5,1.2,2022-04-05,515,Terra,MODIS,57,6.03,292.3,5.8,D,0
43.9106,86.9706,315.7,1.1,1.1,2022-04-05,516,Terra,MODIS,65,6.03,302.7,6.6,D,0
44.1019,86.8303,318.5,1.1,1.1,2022-04-05,516,Terra,MODIS,69,6.03,306,6.8,D,0
44.4716,84.2846,314,1,1,2022-04-05,516,Terra,MODIS,44,6.03,300.4,5.7,D,0
44.4734,84.2722,316.4,1,1,2022-04-05,516,Terra,MODIS,58,6.03,300.6,7.6,D,0
44.5833,85.7878,333.6,1,1,2022-04-05,516,Terra,MODIS,84,6.03,303,26.8,D,0
44.5853,85.7751,314.2,1,1,2022-04-05,516,Terra,MODIS,32,6.03,301.9,4.7,D,0
44.764,86.1617,321.2,1.1,1,2022-04-05,516,Terra,MODIS,63,6.03,306.4,7.2,D,0
44.7661,86.1487,320.9,1.1,1,2022-04-05,516,Terra,MODIS,62,6.03,305.6,6.7,D,0
44.9568,78.1074,315,1.6,1.2,2022-04-05,516,Terra,MODIS,46,6.03,301.1,9,D,0
44.9678,78.1093,318.8,1.6,1.2,2022-04-05,516,Terra,MODIS,64,6.03,301.7,16.4,D,0
44.9705,76.174,317,2,1.4,2022-04-05,516,Terra,MODIS,0,6.03,305,13.3,D,0
45.0194,78.0448,313.8,1.6,1.2,2022-04-05,516,Terra,MODIS,32,6.03,299.8,8.4,D,0
45.0524,76.1163,321.2,2,1.4,2022-04-05,516,Terra,MODIS,70,6.03,304.7,27.3,D,0
45.0543,76.0909,327.3,2,1.4,2022-04-05,516,Terra,MODIS,78,6.03,304.2,45.3,D,0
45.0708,77.9723,313.1,1.6,1.2,2022-04-05,516,Terra,MODIS,27,6.03,300.7,8.2,D,0
45.2367,74.2387,327.3,2.5,1.5,2022-04-05,516,Terra,MODIS,65,6.03,300.8,76.3,D,0
45.315,74.1877,313.8,2.6,1.5,2022-04-05,516,Terra,MODIS,30,6.03,298.1,29.5,D,0
45.4511,74.1074,315,2.6,1.6,2022-04-05,516,Terra,MODIS,31,6.03,298.2,21.4,D,0
45.4577,79.5279,314.9,1.3,1.1,2022-04-05,516,Terra,MODIS,58,6.03,300.8,9.7,D,0
45.464,79.7703,315.5,1.3,1.1,2022-04-05,516,Terra,MODIS,61,6.03,300.2,8.9,D,0
45.4658,79.7536,316.2,1.3,1.1,2022-04-05,516,Terra,MODIS,63,6.03,299.4,10.2,D,0
45.4804,74.9164,320.3,2.3,1.5,2022-04-05,516,Terra,MODIS,69,6.03,299.8,37.1,D,0
45.5132,80.0721,315.1,1.3,1.1,2022-04-05,516,Terra,MODIS,59,6.03,298.1,8.7,D,0
45.53,74.7685,319.1,2.4,1.5,2022-04-05,516,Terra,MODIS,65,6.03,300.2,41.4,D,0
45.5381,74.7756,320.4,2.4,1.5,2022-04-05,516,Terra,MODIS,70,6.03,298.5,47.6,D,0
45.5398,74.7447,312.5,2.4,1.5,2022-04-05,516,Terra,MODIS,7,6.03,297.2,21.7,D,0
45.6026,80.2781,317.2,1.2,1.1,2022-04-05,516,Terra,MODIS,66,6.03,302.9,10.3,D,0
45.613,79.693,314.1,1.3,1.1,2022-04-05,516,Terra,MODIS,52,6.03,302.3,7.2,D,0
45.7001,74.9242,315.3,2.4,1.5,2022-04-05,516,Terra,MODIS,15,6.03,301.4,25.2,D,0
45.7194,80.0433,316.8,1.3,1.1,2022-04-05,516,Terra,MODIS,49,6.03,304.2,8.5,D,0
45.7592,80.1418,316,1.3,1.1,2022-04-05,516,Terra,MODIS,34,6.03,302.7,6.6,D,0
45.8445,80.1988,319.9,1.3,1.1,2022-04-05,516,Terra,MODIS,68,6.03,304.6,13,D,0
45.88,74.8399,324.6,2.4,1.5,2022-04-05,516,Terra,MODIS,76,6.03,301.3,48.1,D,0
45.8834,74.8654,316.4,2.4,1.5,2022-04-05,516,Terra,MODIS,60,6.03,300.7,22.9,D,0
45.8853,74.8344,320.5,2.4,1.5,2022-04-05,516,Terra,MODIS,70,6.03,301.6,36.4,D,0
45.9197,79.8769,320.5,1.3,1.1,2022-04-05,516,Terra,MODIS,69,6.03,306.9,10.6,D,0
45.9214,79.8601,327.2,1.3,1.1,2022-04-05,516,Terra,MODIS,78,6.03,305.9,21.3,D,0
46.6196,87.7728,312.6,1.1,1,2022-04-05,516,Terra,MODIS,53,6.03,293.3,5.6,D,0
46.6907,87.8135,319.1,1.1,1,2022-04-05,516,Terra,MODIS,70,6.03,296.6,11.7,D,0
46.6941,82.8866,313.8,1.1,1,2022-04-05,516,Terra,MODIS,59,6.03,301.2,4.9,D,0
47.0221,81.5764,313.8,1.2,1.1,2022-04-05,516,Terra,MODIS,57,6.03,296.5,9.1,D,0
47.0239,81.5611,333.6,1.2,1.1,2022-04-05,516,Terra,MODIS,86,6.03,299.8,35.6,D,0
47.3491,80.6509,314.7,1.3,1.1,2022-04-05,516,Terra,MODIS,71,6.03,292.5,13.3,D,0
47.3508,80.6342,332.6,1.3,1.1,2022-04-05,516,Terra,MODIS,87,6.03,293.7,40.6,D,0
40.2101,83.1952,328,1,1,2022-04-05,517,Terra,MODIS,68,6.03,309.6,10.2,D,0
40.7608,80.4542,314.9,1.1,1,2022-04-05,517,Terra,MODIS,60,6.03,299.3,7.3,D,0
40.9682,80.2574,313.4,1.1,1.1,2022-04-05,517,Terra,MODIS,49,6.03,298.5,6.8,D,0
41.1591,80.5107,315.6,1.1,1,2022-04-05,517,Terra,MODIS,50,6.03,301.4,5.6,D,0
41.7174,73.2564,312.7,2.7,1.6,2022-04-05,517,Terra,MODIS,62,6.03,299.4,16.7,D,0
42.4132,86.1172,322.8,1.1,1,2022-04-05,517,Terra,MODIS,75,6.03,307,10.5,D,0
43.6322,78.4299,317.7,1.4,1.2,2022-04-05,517,Terra,MODIS,67,6.03,299.4,13.6,D,0
43.785,79.2485,327.9,1.3,1.1,2022-04-05,517,Terra,MODIS,80,6.03,303,27,D,0
43.8245,80.9023,323.3,1.1,1.1,2022-04-05,517,Terra,MODIS,75,6.03,300.6,17.2,D,0
43.8262,80.8883,318.1,1.1,1.1,2022-04-05,517,Terra,MODIS,67,6.03,299.4,11.2,D,0
29.6675,81.0963,311,1,1,2022-04-05,520,Terra,MODIS,50,6.03,296.8,7,D,0
29.7166,79.4164,324.3,1,1,2022-04-05,520,Terra,MODIS,76,6.03,309,12.2,D,0
29.7457,78.3498,314.9,1,1,2022-04-05,520,Terra,MODIS,24,6.03,301.5,5.4,D,0
29.7519,78.3727,315,1,1,2022-04-05,520,Terra,MODIS,31,6.03,301.6,5.1,D,0
29.767,77.7816,320.3,1.1,1,2022-04-05,520,Terra,MODIS,65,6.03,307.4,7.6,D,0
29.8055,79.4392,313.9,1,1,2022-04-05,520,Terra,MODIS,52,6.03,298.3,6.7,D,0
29.8233,79.7002,316.2,1,1,2022-04-05,520,Terra,MODIS,67,6.03,301.4,8.5,D,0
29.8248,79.6901,319.2,1,1,2022-04-05,520,Terra,MODIS,72,6.03,300.7,11.6,D,0
29.9135,79.392,315.4,1,1,2022-04-05,520,Terra,MODIS,55,6.03,301.7,7.4,D,0
29.9779,79.0029,313.1,1,1,2022-04-05,520,Terra,MODIS,46,6.03,300,6.4,D,0
29.9793,78.9927,312.6,1,1,2022-04-05,520,Terra,MODIS,39,6.03,297.3,6.8,D,0
30.8882,76.8982,323.7,1.2,1.1,2022-04-05,520,Terra,MODIS,67,6.03,309.2,13.6,D,0
30.9215,73.7845,323,1.9,1.3,2022-04-05,520,Terra,MODIS,66,6.03,308.2,20.9,D,0
30.9274,78.1799,318.2,1.1,1,2022-04-05,520,Terra,MODIS,71,6.03,295,14.4,D,0
31.3023,78.1941,323,1.1,1,2022-04-05,520,Terra,MODIS,57,6.03,300.7,16.7,D,0
31.3636,72.6136,318.3,2.3,1.5,2022-04-05,520,Terra,MODIS,40,6.03,304.6,21.7,D,2
31.4826,73.4388,320.1,2,1.4,2022-04-05,520,Terra,MODIS,57,6.03,307.4,17.7,D,0
31.4851,73.4461,319.5,2,1.4,2022-04-05,520,Terra,MODIS,53,6.03,307.3,17.2,D,0
31.5345,77.8666,312.7,1.1,1.1,2022-04-05,520,Terra,MODIS,63,6.03,292,11.5,D,0
31.6093,75.6985,320.5,1.4,1.2,2022-04-05,520,Terra,MODIS,69,6.03,309.4,10,D,0
32.0477,72.3121,325.1,2.4,1.5,2022-04-05,520,Terra,MODIS,67,6.03,304,50.5,D,0
32.3127,72.1174,319,2.5,1.5,2022-04-05,520,Terra,MODIS,26,6.03,305.9,23,D,0
32.3192,72.1251,326,2.5,1.5,2022-04-05,520,Terra,MODIS,74,6.03,306.4,51.8,D,0
32.3837,76.1756,312.5,1.4,1.2,2022-04-05,520,Terra,MODIS,34,6.03,299.5,12.7,D,0
33.2412,75.5901,315.1,1.5,1.2,2022-04-05,520,Terra,MODIS,40,6.03,297.9,14.8,D,0
24.8143,83.8674,326.6,1.7,1.3,2022-04-05,521,Terra,MODIS,60,6.03,313.4,15.4,D,0
24.9035,83.1029,329.1,1.5,1.2,2022-04-05,521,Terra,MODIS,65,6.03,316.4,16.2,D,0
24.9343,83.3915,328.8,1.6,1.2,2022-04-05,521,Terra,MODIS,66,6.03,314.5,16.3,D,0
24.9624,83.5623,324.6,1.6,1.2,2022-04-05,521,Terra,MODIS,52,6.03,313,12.6,D,0
24.9675,83.9157,324.5,1.7,1.3,2022-04-05,521,Terra,MODIS,56,6.03,313,13.3,D,0
26.7671,80.9586,329,1.1,1,2022-04-05,521,Terra,MODIS,73,6.03,311.7,14.1,D,2
27.7914,79.5938,331.9,1,1,2022-04-05,521,Terra,MODIS,77,6.03,312.4,17.2,D,0
28.0633,82.6819,319.3,1.2,1.1,2022-04-05,521,Terra,MODIS,68,6.03,301.4,15,D,0
28.1125,80.5215,321.3,1,1,2022-04-05,521,Terra,MODIS,46,6.03,310.4,6.8,D,0
28.3617,81.5117,320.6,1.1,1,2022-04-05,521,Terra,MODIS,68,6.03,306.5,10.8,D,0
28.7917,80.4272,320.6,1,1,2022-04-05,521,Terra,MODIS,67,6.03,304.4,10.9,D,0
28.8285,80.3077,316.3,1,1,2022-04-05,521,Terra,MODIS,51,6.03,305,6.3,D,0
29.1968,79.3144,317.5,1,1,2022-04-05,521,Terra,MODIS,47,6.03,306.5,6.7,D,0
29.2367,79.2962,323,1,1,2022-04-05,521,Terra,MODIS,68,6.03,312.5,10.1,D,0
21.3502,82.3916,323.3,1.6,1.2,2022-04-05,522,Terra,MODIS,62,6.03,305.6,14.4,D,0
21.6,81.6089,324.4,1.4,1.2,2022-04-05,522,Terra,MODIS,47,6.03,305.7,13,D,0
21.6103,81.6109,324.7,1.4,1.2,2022-04-05,522,Terra,MODIS,49,6.03,306.6,13.9,D,0
21.9325,84.0535,321.7,2,1.4,2022-04-05,522,Terra,MODIS,62,6.03,304.2,16.1,D,0
21.9982,79.624,328.4,1.1,1,2022-04-05,522,Terra,MODIS,64,6.03,315.4,10.4,D,0
22.1716,79.2252,332,1,1,2022-04-05,522,Terra,MODIS,68,6.03,318.4,11.9,D,0
22.3486,77.6713,333.2,1,1,2022-04-05,522,Terra,MODIS,64,6.03,320.3,11,D,0
22.3781,76.2231,332.6,1.1,1,2022-04-05,522,Terra,MODIS,62,6.03,321,9.2,D,0
22.3865,78.3576,328.2,1,1,2022-04-05,522,Terra,MODIS,28,6.03,314.3,10.2,D,0
22.3902,75.8531,331.7,1.1,1,2022-04-05,522,Terra,MODIS,27,6.03,319.8,6.5,D,0
22.418,77.3835,332.4,1,1,2022-04-05,522,Terra,MODIS,53,6.03,317.9,10.3,D,0
22.4262,77.454,333.3,1,1,2022-04-05,522,Terra,MODIS,66,6.03,319.5,10.8,D,0
22.4559,77.3104,333,1,1,2022-04-05,522,Terra,MODIS,65,6.03,319.2,10,D,0
22.4593,77.2217,330.4,1,1,2022-04-05,522,Terra,MODIS,47,6.03,318.3,8.9,D,0
22.469,75.5861,333.2,1.1,1.1,2022-04-05,522,Terra,MODIS,46,6.03,320.3,12.6,D,0
22.5072,77.4039,344.5,1,1,2022-04-05,522,Terra,MODIS,87,6.03,318.1,27.3,D,0
22.5429,76.955,334.4,1,1,2022-04-05,522,Terra,MODIS,69,6.03,319.7,12.3,D,0
22.5589,77.3627,331.7,1,1,2022-04-05,522,Terra,MODIS,55,6.03,318.9,9.4,D,0
22.5772,78.7461,331.6,1,1,2022-04-05,522,Terra,MODIS,63,6.03,319.1,8.9,D,0
22.5792,75.1104,340.5,1.2,1.1,2022-04-05,522,Terra,MODIS,81,6.03,320.5,27.5,D,0
22.5813,76.4097,339.6,1.1,1,2022-04-05,522,Terra,MODIS,79,6.03,321.4,17.6,D,0
22.5865,77.6208,336.5,1,1,2022-04-05,522,Terra,MODIS,74,6.03,322.1,13.4,D,0
22.5879,77.6112,342,1,1,2022-04-05,522,Terra,MODIS,83,6.03,321.5,23,D,0
22.6164,77.7931,330.6,1,1,2022-04-05,522,Terra,MODIS,50,6.03,317.3,10.5,D,0
22.6357,77.7924,338.7,1,1,2022-04-05,522,Terra,MODIS,77,6.03,320.8,18.3,D,0
22.637,77.7828,333.3,1,1,2022-04-05,522,Terra,MODIS,47,6.03,319,10.8,D,0
22.6411,75.2656,333.6,1.2,1.1,2022-04-05,522,Terra,MODIS,65,6.03,321.1,13.8,D,0
22.6451,77.853,336.9,1,1,2022-04-05,522,Terra,MODIS,75,6.03,315.3,17.8,D,0
22.6579,77.9535,343.5,1,1,2022-04-05,522,Terra,MODIS,80,6.03,318.1,29.2,D,0
22.6587,78.5711,329,1,1,2022-04-05,522,Terra,MODIS,32,6.03,316.6,6.3,D,0
22.6591,77.7569,332,1,1,2022-04-05,522,Terra,MODIS,30,6.03,317.8,10.2,D,0
22.664,77.6592,334,1,1,2022-04-05,522,Terra,MODIS,51,6.03,319.9,9.7,D,0
22.6761,77.8286,330.5,1,1,2022-04-05,522,Terra,MODIS,41,6.03,314.7,8.9,D,0
22.6846,77.9579,333.4,1,1,2022-04-05,522,Terra,MODIS,66,6.03,317.3,13.9,D,0
22.685,77.8301,330.7,1,1,2022-04-05,522,Terra,MODIS,45,6.03,314.1,9.7,D,0
22.686,77.9483,333.8,1,1,2022-04-05,522,Terra,MODIS,58,6.03,315.5,15,D,0
22.7034,77.4482,330.7,1,1,2022-04-05,522,Terra,MODIS,43,6.03,318.7,6.8,D,0
22.7271,77.9222,335.3,1,1,2022-04-05,522,Terra,MODIS,62,6.03,318.6,14.9,D,0
22.7285,77.9126,349.5,1,1,2022-04-05,522,Terra,MODIS,91,6.03,316.6,40.6,D,0
22.7341,77.8742,331.9,1,1,2022-04-05,522,Terra,MODIS,59,6.03,312.9,15.5,D,0
22.7375,77.9141,338.8,1,1,2022-04-05,522,Terra,MODIS,58,6.03,318.3,18.6,D,0
22.7419,77.5633,338.5,1,1,2022-04-05,522,Terra,MODIS,78,6.03,319.1,19.7,D,0
22.7432,77.5536,336.9,1,1,2022-04-05,522,Terra,MODIS,75,6.03,318.1,17.4,D,0
22.76,77.9474,332.1,1,1,2022-04-05,522,Terra,MODIS,40,6.03,320.1,9.5,D,0
22.8113,79.2076,333.8,1,1,2022-04-05,522,Terra,MODIS,71,6.03,318.3,12.8,D,0
22.8158,77.8838,338.6,1,1,2022-04-05,522,Terra,MODIS,49,6.03,316.2,20.8,D,0
22.8233,77.8949,343.2,1,1,2022-04-05,522,Terra,MODIS,76,6.03,318.2,28,D,0
22.8658,77.5368,335,1,1,2022-04-05,522,Terra,MODIS,71,6.03,319.4,14.8,D,0
22.8982,78.4523,329.4,1,1,2022-04-05,522,Terra,MODIS,50,6.03,316.3,9.2,D,0
22.8997,78.4426,331,1,1,2022-04-05,522,Terra,MODIS,60,6.03,316.1,11.4,D,0
22.9069,79.6598,332.7,1.1,1,2022-04-05,522,Terra,MODIS,59,6.03,319.7,10.3,D,0
22.916,79.6615,331.9,1.1,1,2022-04-05,522,Terra,MODIS,50,6.03,320.2,8.8,D,0
22.9332,75.2103,337.7,1.2,1.1,2022-04-05,522,Terra,MODIS,76,6.03,321.9,19.8,D,0
22.9523,79.7308,334.6,1.1,1,2022-04-05,522,Terra,MODIS,74,6.03,321.7,12.1,D,0
23.0057,79.559,328.3,1.1,1,2022-04-05,522,Terra,MODIS,40,6.03,316.3,9,D,0
23.0915,81.2325,332.9,1.2,1.1,2022-04-05,522,Terra,MODIS,75,6.03,315.1,19.2,D,0
23.1191,75.9693,334.9,1.1,1.1,2022-04-05,522,Terra,MODIS,50,6.03,322,12.2,D,0
23.1248,75.9263,339,1.1,1.1,2022-04-05,522,Terra,MODIS,76,6.03,321.8,22.1,D,0
23.1273,81.0878,327.4,1.2,1.1,2022-04-05,522,Terra,MODIS,46,6.03,314.9,11.3,D,0
23.1342,75.9277,336.3,1.1,1.1,2022-04-05,522,Terra,MODIS,63,6.03,322.3,16.1,D,0
23.2116,78.5741,329,1,1,2022-04-05,522,Terra,MODIS,37,6.03,317.4,5.8,D,0
23.3283,79.2081,332.7,1,1,2022-04-05,522,Terra,MODIS,61,6.03,319.3,9.7,D,0
23.3298,79.1982,340.3,1,1,2022-04-05,522,Terra,MODIS,81,6.03,320.5,22.5,D,0
23.3313,79.1883,334.5,1,1,2022-04-05,522,Terra,MODIS,70,6.03,319,12.9,D,0
23.3449,82.51,325.6,1.5,1.2,2022-04-05,522,Terra,MODIS,55,6.03,310.8,11.5,D,0
23.3567,79.4437,335.3,1,1,2022-04-05,522,Terra,MODIS,72,6.03,321.9,12.4,D,0
23.3795,78.3774,336.8,1,1,2022-04-05,522,Terra,MODIS,75,6.03,322.2,12.9,D,0
23.3969,78.5686,333.5,1,1,2022-04-05,522,Terra,MODIS,65,6.03,320.1,9.5,D,0
