latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-13.0448,134.1726,318.7,1.4,1.2,2022-04-01,100,Terra,MODIS,61,6.03,303.1,12,D,0
-16.8583,138.2086,319.1,1,1,2022-04-01,101,Terra,MODIS,51,6.03,305,5.1,D,0
-16.2147,130.2137,318.9,2.5,1.5,2022-04-01,101,Terra,MODIS,53,6.03,303.2,21.8,D,0
-16.1558,134.8987,326.3,1.2,1.1,2022-04-01,101,Terra,MODIS,64,6.03,308.9,11.8,D,0
-16.1486,134.9785,349.9,1.2,1.1,2022-04-01,101,Terra,MODIS,94,6.03,309.9,58.2,D,0
-16.1469,134.9675,333,1.2,1.1,2022-04-01,101,Terra,MODIS,77,6.03,310.3,20.4,D,0
-16.0914,134.9491,328.5,1.2,1.1,2022-04-01,101,Terra,MODIS,64,6.03,309.4,14.9,D,0
-16.0862,130.2444,334.1,2.5,1.5,2022-04-01,101,Terra,MODIS,83,6.03,304.1,84.9,D,0
-16.08,134.9397,349.4,1.2,1.1,2022-04-01,101,Terra,MODIS,93,6.03,310.7,57.8,D,0
-16.0792,130.2514,327.4,2.5,1.5,2022-04-01,101,Terra,MODIS,75,6.03,305,49.3,D,0
-16.0783,134.9288,339.3,1.2,1.1,2022-04-01,101,Terra,MODIS,86,6.03,309,33.2,D,0
-16.0767,129.5344,322.9,2.8,1.6,2022-04-01,101,Terra,MODIS,68,6.03,303.3,39.9,D,0
-16.0634,134.8976,327.2,1.2,1.1,2022-04-01,101,Terra,MODIS,70,6.03,308.3,12.7,D,0
-16.0267,130.4761,330.5,2.4,1.5,2022-04-01,101,Terra,MODIS,71,6.03,304.9,58.3,D,0
-15.9992,130.8548,320.7,2.2,1.4,2022-04-01,101,Terra,MODIS,54,6.03,305.3,22.4,D,0
-15.9901,130.9478,328.7,2.2,1.4,2022-04-01,101,Terra,MODIS,77,6.03,305.4,44.1,D,0
-15.9884,130.9421,324.7,2.2,1.4,2022-04-01,101,Terra,MODIS,47,6.03,305,26.9,D,0
-15.9289,131.0487,321.6,2.2,1.4,2022-04-01,101,Terra,MODIS,65,6.03,306.6,21,D,0
-15.9238,129.0395,322.9,3.1,1.7,2022-04-01,101,Terra,MODIS,69,6.03,301.8,58.2,D,0
-15.9221,129.0328,326.6,3.1,1.7,2022-04-01,101,Terra,MODIS,75,6.03,302.1,79.1,D,0
-15.9185,129.0111,318.7,3.1,1.7,2022-04-01,101,Terra,MODIS,57,6.03,301.5,37.2,D,0
-15.8818,129.9786,318.2,2.6,1.6,2022-04-01,101,Terra,MODIS,53,6.03,300.8,27.2,D,0
-15.8774,129.9544,321.6,2.6,1.6,2022-04-01,101,Terra,MODIS,65,6.03,300.2,40.9,D,0
-15.8681,130.4897,330.8,2.4,1.5,2022-04-01,101,Terra,MODIS,80,6.03,304.3,65.1,D,0
-15.8076,127.9256,315.9,3.7,1.8,2022-04-01,101,Terra,MODIS,20,6.03,298.2,34.7,D,0
-15.7966,130.3717,320.9,2.4,1.5,2022-04-01,101,Terra,MODIS,57,6.03,303.6,26.8,D,0
-15.7927,130.3494,318.3,2.5,1.5,2022-04-01,101,Terra,MODIS,32,6.03,303,18.3,D,0
-15.7548,130.4484,319.9,2.4,1.5,2022-04-01,101,Terra,MODIS,41,6.03,304.7,23.1,D,0
-15.7269,129.8191,315.8,2.7,1.6,2022-04-01,101,Terra,MODIS,24,6.03,297.1,19.4,D,0
-15.7227,131.2231,321.8,2.1,1.4,2022-04-01,101,Terra,MODIS,66,6.03,307.4,20.9,D,0
-15.7163,129.8159,320.7,2.7,1.6,2022-04-01,101,Terra,MODIS,63,6.03,297.2,41,D,0
-15.7131,129.8233,316.7,2.7,1.6,2022-04-01,101,Terra,MODIS,42,6.03,297.7,24.8,D,0
-15.4812,128.0099,319.9,3.7,1.8,2022-04-01,101,Terra,MODIS,54,6.03,303.2,54.5,D,0
-15.0768,133.5703,320.8,1.5,1.2,2022-04-01,101,Terra,MODIS,41,6.03,307.4,11.1,D,0
-14.6418,127.946,321.8,3.9,1.8,2022-04-01,101,Terra,MODIS,70,6.03,300.4,81,D,0
-14.6373,127.9541,324.7,3.9,1.8,2022-04-01,101,Terra,MODIS,75,6.03,300.6,101.5,D,0
-14.3079,133.5343,322.5,1.5,1.2,2022-04-01,101,Terra,MODIS,67,6.03,303.8,17.1,D,0
-14.3056,133.5202,329,1.5,1.2,2022-04-01,101,Terra,MODIS,77,6.03,304.5,30.4,D,0
-14.0274,134.5232,328.8,1.3,1.1,2022-04-01,101,Terra,MODIS,68,6.03,308,17.7,D,0
-14.0241,134.5174,324.2,1.3,1.1,2022-04-01,101,Terra,MODIS,71,6.03,307.5,11.7,D,0
-13.4549,134.1588,324,1.4,1.2,2022-04-01,101,Terra,MODIS,72,6.03,304.9,19.4,D,0
-13.4465,134.1737,325,1.4,1.2,2022-04-01,101,Terra,MODIS,54,6.03,302.7,20,D,0
-13.4443,134.1606,353.3,1.4,1.2,2022-04-01,101,Terra,MODIS,96,6.03,303.9,99.2,D,0
-13.4307,134.3801,322.4,1.4,1.2,2022-04-01,101,Terra,MODIS,66,6.03,303.6,14.2,D,0
-13.4286,134.3675,321.6,1.4,1.2,2022-04-01,101,Terra,MODIS,64,6.03,304.9,12.8,D,0
-13.4182,134.3693,320.7,1.4,1.2,2022-04-01,101,Terra,MODIS,38,6.03,304.7,11.3,D,0
-13.3191,134.0933,322.5,1.4,1.2,2022-04-01,101,Terra,MODIS,69,6.03,304,15.4,D,0
-13.3169,134.08,322.1,1.5,1.2,2022-04-01,101,Terra,MODIS,69,6.03,303.9,15,D,0
-13.3158,134.1005,323.6,1.4,1.2,2022-04-01,101,Terra,MODIS,31,6.03,303.4,15.3,D,0
-13.3137,134.0872,334.4,1.5,1.2,2022-04-01,101,Terra,MODIS,84,6.03,304.5,38.9,D,0
-13.3084,134.095,326.9,1.4,1.2,2022-04-01,101,Terra,MODIS,65,6.03,302.5,21.9,D,0
-13.2945,134.1041,324.2,1.4,1.2,2022-04-01,101,Terra,MODIS,68,6.03,303.4,17.1,D,0
-13.2838,134.1057,320.7,1.4,1.2,2022-04-01,101,Terra,MODIS,56,6.03,303.2,11.2,D,0
-13.2796,134.3469,325.7,1.4,1.2,2022-04-01,101,Terra,MODIS,74,6.03,303.6,22.5,D,0
-13.2775,134.3341,319.7,1.4,1.2,2022-04-01,101,Terra,MODIS,62,6.03,303.2,12.5,D,0
-13.2057,134.1255,327.4,1.4,1.2,2022-04-01,101,Terra,MODIS,77,6.03,303.7,26.1,D,0
-18.8915,138.4926,324.5,1.1,1,2022-04-01,102,Terra,MODIS,25,6.03,306.4,9.3,D,0
-18.8836,138.504,325.6,1.1,1,2022-04-01,102,Terra,MODIS,67,6.03,306.9,11.4,D,0
-18.8809,138.4839,330.2,1.1,1,2022-04-01,102,Terra,MODIS,76,6.03,307,16.9,D,0
-18.8795,138.4739,322.4,1.1,1,2022-04-01,102,Terra,MODIS,31,6.03,306.1,7.6,D,0
-18.2818,130.0725,322.5,2.3,1.5,2022-04-01,102,Terra,MODIS,52,6.03,304.9,26.9,D,0
-17.8183,137.8493,328.2,1,1,2022-04-01,102,Terra,MODIS,72,6.03,308.4,12.1,D,0
-17.8076,137.3921,326.4,1,1,2022-04-01,102,Terra,MODIS,27,6.03,308.9,10.5,D,0
-17.7936,137.4866,327.2,1,1,2022-04-01,102,Terra,MODIS,48,6.03,311.2,7.9,D,0
-17.7067,137.3945,331.1,1,1,2022-04-01,102,Terra,MODIS,53,6.03,307.7,15.9,D,0
-17.6855,137.3756,333.9,1,1,2022-04-01,102,Terra,MODIS,69,6.03,309.8,18.2,D,0
-17.6841,137.3662,332.4,1,1,2022-04-01,102,Terra,MODIS,62,6.03,307.3,17.1,D,0
-17.6738,137.3582,335.4,1,1,2022-04-01,102,Terra,MODIS,78,6.03,307.4,21.7,D,0
-17.6667,137.436,332.3,1,1,2022-04-01,102,Terra,MODIS,77,6.03,309.3,15.2,D,0
-17.6648,137.3596,329.9,1,1,2022-04-01,102,Terra,MODIS,61,6.03,309.6,13.3,D,0
-17.6632,137.4749,335.9,1,1,2022-04-01,102,Terra,MODIS,71,6.03,308.7,22.1,D,0
-17.6577,137.4374,339.2,1,1,2022-04-01,102,Terra,MODIS,86,6.03,309.6,25.2,D,0
-17.6564,137.428,374.7,1,1,2022-04-01,102,Terra,MODIS,100,6.03,310.7,115.6,D,0
-17.655,137.4186,339.4,1,1,2022-04-01,102,Terra,MODIS,86,6.03,309.6,25.3,D,0
-17.6474,137.4294,337.2,1,1,2022-04-01,102,Terra,MODIS,78,6.03,308.2,22.1,D,0
-17.6441,137.3437,336.6,1,1,2022-04-01,102,Terra,MODIS,82,6.03,308.9,23.7,D,0
-17.6378,137.3638,330.9,1,1,2022-04-01,102,Terra,MODIS,77,6.03,309.9,12.9,D,0
-17.6163,137.4055,341.7,1,1,2022-04-01,102,Terra,MODIS,88,6.03,309.2,28.7,D,0
-17.615,137.3961,333.3,1,1,2022-04-01,102,Terra,MODIS,62,6.03,308.8,15.7,D,0
-17.6109,137.368,331.7,1,1,2022-04-01,102,Terra,MODIS,78,6.03,308.4,15,D,0
-17.5978,137.3413,339.7,1,1,2022-04-01,102,Terra,MODIS,86,6.03,307.7,28.8,D,0
-17.5922,137.3673,341.2,1,1,2022-04-01,102,Terra,MODIS,80,6.03,308.5,29,D,0
-17.5791,137.3406,333.7,1,1,2022-04-01,102,Terra,MODIS,35,6.03,306.5,19.2,D,0
-17.1424,128.4293,316.7,3.2,1.7,2022-04-01,102,Terra,MODIS,36,6.03,300.8,29.7,D,0
-17.1307,128.4379,319.2,3.2,1.7,2022-04-01,102,Terra,MODIS,43,6.03,301.8,38.4,D,0
-15.8893,128.0473,327.3,3.6,1.8,2022-04-01,102,Terra,MODIS,76,6.03,301.8,107.5,D,0
-15.8139,127.9161,319.2,3.7,1.8,2022-04-01,102,Terra,MODIS,60,6.03,298,57.9,D,0
-23.7027,133.0747,317.2,1.2,1.1,2022-04-01,103,Terra,MODIS,64,6.03,302.4,10.6,D,0
-23.693,133.0766,314.3,1.2,1.1,2022-04-01,103,Terra,MODIS,45,6.03,301.5,7.7,D,0
-23.3143,145.4122,335.6,3.4,1.7,2022-04-01,103,Terra,MODIS,83,6.03,307.4,140.5,D,0
-22.447,132.071,319.9,1.4,1.2,2022-04-01,103,Terra,MODIS,42,6.03,304.4,13.2,D,0
-22.432,132.0463,324.5,1.4,1.2,2022-04-01,103,Terra,MODIS,73,6.03,304.8,22.1,D,0
-22.4297,132.0328,326.9,1.4,1.2,2022-04-01,103,Terra,MODIS,76,6.03,304.5,27.5,D,0
-19.737,125.9336,317.6,4.3,1.9,2022-04-01,103,Terra,MODIS,57,6.03,301.2,46.3,D,0
-19.7275,125.901,318.2,4.3,1.9,2022-04-01,103,Terra,MODIS,56,6.03,300.7,48,D,0
-19.5637,125.7225,325.7,4.5,1.9,2022-04-01,103,Terra,MODIS,45,6.03,298.7,105.2,D,0
-19.5634,125.7283,327,4.5,1.9,2022-04-01,103,Terra,MODIS,69,6.03,298.8,122.8,D,0
-19.5546,125.6804,354.6,4.5,2,2022-04-01,103,Terra,MODIS,97,6.03,298.2,542.6,D,0
-19.5546,125.6861,360.3,4.5,2,2022-04-01,103,Terra,MODIS,100,6.03,298.4,672.3,D,0
-19.5461,125.7324,318.9,4.5,1.9,2022-04-01,103,Terra,MODIS,31,6.03,297.8,55.5,D,0
-19.5456,125.6435,324,4.5,2,2022-04-01,103,Terra,MODIS,70,6.03,296.9,104.1,D,0
-19.5117,125.6592,326.3,4.5,2,2022-04-01,103,Terra,MODIS,75,6.03,297.6,129,D,0
-19.5108,125.6517,327.8,4.5,2,2022-04-01,103,Terra,MODIS,75,6.03,297.4,142.9,D,0
-19.5028,125.6162,321.7,4.6,2,2022-04-01,103,Terra,MODIS,68,6.03,297,91.4,D,0
-19.4684,125.7141,327.1,4.5,2,2022-04-01,103,Terra,MODIS,76,6.03,296.7,139.4,D,0
-19.4678,125.7064,328.2,4.5,2,2022-04-01,103,Terra,MODIS,78,6.03,296.5,150.1,D,0
-19.3785,125.4628,318.5,4.7,2,2022-04-01,103,Terra,MODIS,58,6.03,301,62.1,D,0
-19.3708,125.4231,331.5,4.7,2,2022-04-01,103,Terra,MODIS,81,6.03,300.5,201.5,D,0
-19.3689,125.418,328.5,4.7,2,2022-04-01,103,Terra,MODIS,78,6.03,300.4,167.4,D,0
-33.8462,120.762,314.2,4.3,1.9,2022-04-01,107,Terra,MODIS,46,6.03,289.9,73.6,D,0
-33.831,120.7623,318.9,4.3,1.9,2022-04-01,107,Terra,MODIS,66,6.03,290.2,105.3,D,0
-33.8296,120.7685,313,4.3,1.9,2022-04-01,107,Terra,MODIS,57,6.03,290.2,66.4,D,0
-21.9053,-37.694,310.4,3,1.7,2022-04-01,140,Terra,MODIS,71,6.03,292,38.7,N,3
-19.4783,-42.5326,303.9,1.5,1.2,2022-04-01,141,Terra,MODIS,57,6.03,292.6,9.1,N,2
-18.1215,-44.1424,314.4,1.3,1.1,2022-04-01,141,Terra,MODIS,89,6.03,293.1,16.9,N,0
-17.7772,-42.7657,304.2,1.6,1.2,2022-04-01,141,Terra,MODIS,59,6.03,289,13,N,0
-16.9863,-46.1348,308.9,1.1,1,2022-04-01,141,Terra,MODIS,76,6.03,292.5,8.8,N,0
-16.9848,-46.1249,322,1.1,1,2022-04-01,141,Terra,MODIS,100,6.03,293.8,20.9,N,0
-14.4312,-45.6123,313.5,1.2,1.1,2022-04-01,142,Terra,MODIS,87,6.03,292.3,15.6,N,0
-14.4295,-45.6014,307.7,1.2,1.1,2022-04-01,142,Terra,MODIS,72,6.03,292.1,10.3,N,0
-14.4215,-45.6139,302.2,1.2,1.1,2022-04-01,142,Terra,MODIS,47,6.03,291.8,5.9,N,0
-14.0181,-45.5813,302.4,1.2,1.1,2022-04-01,142,Terra,MODIS,49,6.03,291.8,6.2,N,0
-13.4257,-45.5271,328.6,1.2,1.1,2022-04-01,142,Terra,MODIS,100,6.03,293.9,36.4,N,0
-13.424,-45.5158,349.6,1.2,1.1,2022-04-01,142,Terra,MODIS,100,6.03,294,83.4,N,0
-13.4141,-45.5174,307.3,1.2,1.1,2022-04-01,142,Terra,MODIS,71,6.03,289.5,10.4,N,0
-12.4016,-46.6761,311.6,1.1,1,2022-04-01,143,Terra,MODIS,83,6.03,293.4,10.9,N,0
-12.2381,-45.9824,307.6,1.2,1.1,2022-04-01,143,Terra,MODIS,72,6.03,291.4,10.8,N,0
-11.4513,-43.2917,302.4,1.9,1.3,2022-04-01,143,Terra,MODIS,49,6.03,292.4,9.5,N,0
-11.4467,-43.2983,303.9,1.9,1.3,2022-04-01,143,Terra,MODIS,58,6.03,292.4,10.8,N,0
3.0505,-60.299,304.8,3.2,1.7,2022-04-01,147,Terra,MODIS,62,6.03,292.4,25.6,N,0
3.053,-60.2773,307.3,3.1,1.7,2022-04-01,147,Terra,MODIS,30,6.03,292.2,30.5,N,0
3.0547,-60.2711,307.6,3.1,1.7,2022-04-01,147,Terra,MODIS,72,6.03,292.1,35,N,0
9.6446,-63.5633,312.8,4.3,1.9,2022-04-01,149,Terra,MODIS,80,6.03,286,113,N,2
9.6471,-63.5707,313.3,4.3,1.9,2022-04-01,149,Terra,MODIS,87,6.03,286.2,113.6,N,2
9.6483,-63.6434,328.5,4.4,1.9,2022-04-01,149,Terra,MODIS,100,6.03,286.5,241.5,N,2
9.6503,-63.6507,322.2,4.4,1.9,2022-04-01,149,Terra,MODIS,100,6.03,286.2,182.9,N,2
9.655,-63.6045,313.9,4.3,1.9,2022-04-01,149,Terra,MODIS,83,6.03,286.1,114.9,N,2
9.6573,-63.6118,320.4,4.3,1.9,2022-04-01,149,Terra,MODIS,100,6.03,285.6,164.6,N,2
52.0094,119.5293,304,2.3,1.5,2022-04-01,221,Terra,MODIS,58,6.03,279,30.1,D,0
52.2244,117.256,317.2,3,1.7,2022-04-01,221,Terra,MODIS,77,6.03,280.4,81.9,D,0
52.2253,117.2505,319.1,3,1.7,2022-04-01,221,Terra,MODIS,79,6.03,280.1,96.8,D,0
52.2257,117.2113,306.9,3,1.7,2022-04-01,221,Terra,MODIS,49,6.03,277.7,43.5,D,0
52.4177,119.6087,303.6,2.3,1.5,2022-04-01,221,Terra,MODIS,44,6.03,276.4,27.5,D,0
52.4264,119.6169,300.4,2.3,1.5,2022-04-01,221,Terra,MODIS,35,6.03,275.8,24.6,D,0
52.4282,119.5817,305.2,2.3,1.5,2022-04-01,221,Terra,MODIS,61,6.03,277.8,33.9,D,0
52.6864,118.7807,316.8,2.6,1.5,2022-04-01,221,Terra,MODIS,0,6.03,277.4,72.6,D,0
46.9139,130.6241,301.7,1.1,1,2022-04-01,222,Terra,MODIS,49,6.03,280.5,8,D,2
47.339,127.7943,303,1,1,2022-04-01,222,Terra,MODIS,54,6.03,279.3,8,D,0
47.3767,127.9208,333.5,1,1,2022-04-01,222,Terra,MODIS,89,6.03,277.5,35.6,D,0
47.3786,127.9077,319.3,1,1,2022-04-01,222,Terra,MODIS,79,6.03,278.6,18.9,D,0
47.3856,127.9234,323.8,1,1,2022-04-01,222,Terra,MODIS,83,6.03,278.9,24.1,D,0
47.3874,127.9104,300.1,1,1,2022-04-01,222,Terra,MODIS,16,6.03,277.6,5.7,D,0
47.5706,130.8209,301.8,1.1,1,2022-04-01,222,Terra,MODIS,33,6.03,281.4,6.4,D,2
47.596,130.3897,306.3,1,1,2022-04-01,222,Terra,MODIS,63,6.03,278.8,11.3,D,0
47.7006,124.6189,301.5,1.2,1.1,2022-04-01,222,Terra,MODIS,47,6.03,281.6,8.8,D,0
47.8382,131.0692,362.7,1.1,1,2022-04-01,222,Terra,MODIS,100,6.03,283.5,104.2,D,0
47.8406,131.0551,341.8,1.1,1,2022-04-01,222,Terra,MODIS,93,6.03,279.8,51.4,D,0
47.8429,131.0412,352.5,1.1,1,2022-04-01,222,Terra,MODIS,97,6.03,280.7,75,D,0
47.8452,131.0273,367,1.1,1,2022-04-01,222,Terra,MODIS,100,6.03,282.5,118.2,D,0
47.8496,131.0585,311.9,1.1,1,2022-04-01,222,Terra,MODIS,48,6.03,279.7,12.9,D,0
47.8513,131.1632,325.5,1.1,1,2022-04-01,222,Terra,MODIS,84,6.03,279.2,29.3,D,0
47.8519,131.0446,307.4,1.1,1,2022-04-01,222,Terra,MODIS,43,6.03,279,9.8,D,0
48.0056,131.1285,333.3,1.1,1,2022-04-01,222,Terra,MODIS,88,6.03,280.8,38.3,D,0
48.017,131.1178,307.4,1.1,1,2022-04-01,222,Terra,MODIS,43,6.03,279.9,10.7,D,0
48.0194,131.104,311.8,1.1,1,2022-04-01,222,Terra,MODIS,72,6.03,279.3,15,D,0
48.0217,131.09,313.1,1.1,1,2022-04-01,222,Terra,MODIS,73,6.03,278.8,15.8,D,0
50.0568,126.5418,307.2,1.1,1,2022-04-01,222,Terra,MODIS,65,6.03,279.1,13,D,0
50.0626,126.6531,307.1,1.1,1,2022-04-01,222,Terra,MODIS,65,6.03,279.3,11.8,D,0
50.0664,126.7787,301.9,1.1,1,2022-04-01,222,Terra,MODIS,36,6.03,276.6,7.8,D,0
50.0681,126.6077,311.3,1.1,1,2022-04-01,222,Terra,MODIS,71,6.03,280.1,14.8,D,0
50.0682,126.7638,324.3,1.1,1,2022-04-01,222,Terra,MODIS,83,6.03,280.9,28.6,D,0
50.0699,126.5925,320.4,1.1,1,2022-04-01,222,Terra,MODIS,80,6.03,280.1,24.4,D,0
50.07,126.7489,306.9,1.1,1,2022-04-01,222,Terra,MODIS,64,6.03,280.1,11.4,D,0
50.0731,126.7711,324.8,1.1,1,2022-04-01,222,Terra,MODIS,40,6.03,280.9,25.1,D,0
50.0806,126.7888,354.1,1.1,1,2022-04-01,222,Terra,MODIS,95,6.03,279.7,79.5,D,0
50.0824,126.7737,400.7,1.1,1,2022-04-01,222,Terra,MODIS,100,6.03,290.2,289.2,D,0
50.0842,126.7587,342.8,1.1,1,2022-04-01,222,Terra,MODIS,69,6.03,282.9,53.1,D,0
50.1937,125.9907,303.6,1.1,1.1,2022-04-01,222,Terra,MODIS,53,6.03,279.7,9.3,D,0
50.2073,126.0434,306.3,1.1,1.1,2022-04-01,222,Terra,MODIS,63,6.03,283,10.8,D,0
50.2759,125.9872,316.3,1.2,1.1,2022-04-01,222,Terra,MODIS,72,6.03,277.8,21.7,D,0
50.324,126.1644,306.4,1.1,1.1,2022-04-01,222,Terra,MODIS,55,6.03,278.9,12.7,D,0
50.9975,119.4957,300.1,2.3,1.5,2022-04-01,222,Terra,MODIS,23,6.03,284.2,11.8,D,0
51.107,119.1136,316.9,2.4,1.5,2022-04-01,222,Terra,MODIS,77,6.03,282.4,56.7,D,0
51.1126,119.1088,310.5,2.4,1.5,2022-04-01,222,Terra,MODIS,56,6.03,282.6,34.2,D,0
51.4499,118.9989,303.1,2.4,1.5,2022-04-01,222,Terra,MODIS,26,6.03,279.6,24.9,D,0
51.4517,118.9638,328.4,2.5,1.5,2022-04-01,222,Terra,MODIS,86,6.03,280.8,105.9,D,0
51.4588,118.9708,349.9,2.5,1.5,2022-04-01,222,Terra,MODIS,96,6.03,282.1,239,D,0
51.4635,119.0008,300.7,2.4,1.5,2022-04-01,222,Terra,MODIS,40,6.03,281.8,22.4,D,0
51.4653,118.9658,321.2,2.5,1.5,2022-04-01,222,Terra,MODIS,81,6.03,280.3,78.7,D,0
51.549,119.3305,312.8,2.4,1.5,2022-04-01,222,Terra,MODIS,73,6.03,280.2,46.7,D,0
43.3379,132.6705,306.2,1.5,1.2,2022-04-01,223,Terra,MODIS,63,6.03,280.5,15.5,D,0
43.37,132.2796,303.4,1.4,1.2,2022-04-01,223,Terra,MODIS,48,6.03,282.5,10.2,D,0
43.4188,131.86,301.7,1.3,1.1,2022-04-01,223,Terra,MODIS,25,6.03,280.2,7.5,D,0
43.4223,131.8546,307.7,1.3,1.1,2022-04-01,223,Terra,MODIS,62,6.03,279.9,13.5,D,0
43.8383,131.7965,309.6,1.3,1.1,2022-04-01,223,Terra,MODIS,49,6.03,283.9,14.1,D,0
43.8628,132.0494,314.9,1.3,1.1,2022-04-01,223,Terra,MODIS,75,6.03,282.7,22.2,D,0
43.8658,132.0334,333.3,1.3,1.1,2022-04-01,223,Terra,MODIS,88,6.03,284,52.9,D,0
43.9623,132.4494,347.4,1.4,1.2,2022-04-01,223,Terra,MODIS,95,6.03,283.1,92.6,D,0
43.9639,132.4623,320.6,1.4,1.2,2022-04-01,223,Terra,MODIS,80,6.03,282.5,30.5,D,0
43.9655,132.4327,312.9,1.4,1.2,2022-04-01,223,Terra,MODIS,23,6.03,281.9,18.7,D,0
43.9671,132.4455,340.9,1.4,1.2,2022-04-01,223,Terra,MODIS,92,6.03,283.7,73.6,D,0
44.0548,131.1343,302.8,1.2,1.1,2022-04-01,223,Terra,MODIS,30,6.03,285.2,5.4,D,2
44.1182,129.203,301.8,1.1,1,2022-04-01,223,Terra,MODIS,25,6.03,285.9,3.8,D,2
44.1321,128.8855,311.8,1,1,2022-04-01,223,Terra,MODIS,72,6.03,286.2,11.1,D,0
44.1501,131.8596,301.3,1.3,1.1,2022-04-01,223,Terra,MODIS,46,6.03,280.2,10.2,D,0
44.2119,128.8566,306.3,1,1,2022-04-01,223,Terra,MODIS,58,6.03,286.9,6.6,D,0
44.2349,131.9638,326.5,1.3,1.1,2022-04-01,223,Terra,MODIS,84,6.03,282.8,35.9,D,0
44.2379,131.948,333.6,1.3,1.1,2022-04-01,223,Terra,MODIS,89,6.03,285.3,49.2,D,0
44.2431,128.8323,312,1,1,2022-04-01,223,Terra,MODIS,71,6.03,290.9,10.1,D,0
44.2456,131.9566,337.8,1.3,1.1,2022-04-01,223,Terra,MODIS,91,6.03,285.6,58.8,D,0
44.2478,131.9515,319.7,1.3,1.1,2022-04-01,223,Terra,MODIS,79,6.03,285,26.6,D,0
44.2486,131.941,309.3,1.3,1.1,2022-04-01,223,Terra,MODIS,40,6.03,284.6,13,D,0
44.269,129.0807,303.9,1,1,2022-04-01,223,Terra,MODIS,16,6.03,287.8,3.6,D,0
44.2716,128.9476,305.2,1,1,2022-04-01,223,Terra,MODIS,61,6.03,290,4.3,D,0
44.2752,129.0423,313.9,1,1,2022-04-01,223,Terra,MODIS,73,6.03,289.9,10.7,D,0
44.3266,131.9188,301.4,1.3,1.1,2022-04-01,223,Terra,MODIS,46,6.03,280,9.3,D,0
44.3458,131.7591,320,1.3,1.1,2022-04-01,223,Terra,MODIS,80,6.03,283.1,27.4,D,0
44.3486,131.7439,314.3,1.3,1.1,2022-04-01,223,Terra,MODIS,75,6.03,283,19.9,D,0
44.4279,131.4861,319.1,1.2,1.1,2022-04-01,223,Terra,MODIS,79,6.03,285.6,23.4,D,0
44.4281,131.4796,327.5,1.2,1.1,2022-04-01,223,Terra,MODIS,85,6.03,286.1,35.1,D,0
44.4307,131.4712,337,1.2,1.1,2022-04-01,223,Terra,MODIS,90,6.03,285.6,52.8,D,0
44.4308,131.4647,313.9,1.2,1.1,2022-04-01,223,Terra,MODIS,74,6.03,284.6,16.7,D,0
44.4422,131.8008,304.3,1.3,1.1,2022-04-01,223,Terra,MODIS,59,6.03,283.7,9.6,D,0
44.445,131.7856,300.3,1.3,1.1,2022-04-01,223,Terra,MODIS,22,6.03,284,6.4,D,0
44.54,133.6116,306.2,1.5,1.2,2022-04-01,223,Terra,MODIS,63,6.03,277,19.7,D,0
44.5437,133.5932,302.6,1.5,1.2,2022-04-01,223,Terra,MODIS,53,6.03,277.3,15.3,D,0
44.5545,132.7878,302.1,1.4,1.2,2022-04-01,223,Terra,MODIS,51,6.03,282.3,9.8,D,0
44.5602,129.5784,303.3,1.1,1,2022-04-01,223,Terra,MODIS,26,6.03,284.1,5.8,D,2
44.5996,131.7387,305.9,1.3,1.1,2022-04-01,223,Terra,MODIS,49,6.03,283,9.8,D,0
44.6006,131.5046,314.9,1.2,1.1,2022-04-01,223,Terra,MODIS,75,6.03,283,19,D,0
44.6033,131.4895,353.8,1.2,1.1,2022-04-01,223,Terra,MODIS,97,6.03,284.1,96.9,D,0
44.6051,125.9132,302.6,1,1,2022-04-01,223,Terra,MODIS,53,6.03,286.3,3.9,D,0
44.6094,131.7421,309.1,1.3,1.1,2022-04-01,223,Terra,MODIS,68,6.03,284,12.9,D,0
44.6122,131.7268,304,1.3,1.1,2022-04-01,223,Terra,MODIS,49,6.03,283,8.4,D,0
44.6625,131.8492,329.5,1.3,1.1,2022-04-01,223,Terra,MODIS,81,6.03,285.1,39.4,D,0
44.6655,132.1698,300.1,1.3,1.1,2022-04-01,223,Terra,MODIS,18,6.03,281.8,8.4,D,0
44.6694,131.8681,315.3,1.3,1.1,2022-04-01,223,Terra,MODIS,75,6.03,284,18.8,D,0
44.6723,131.8526,337.9,1.3,1.1,2022-04-01,223,Terra,MODIS,91,6.03,286.3,56.8,D,0
44.694,131.6803,301,1.2,1.1,2022-04-01,223,Terra,MODIS,43,6.03,283.9,7.2,D,0
44.7268,129.7555,300.2,1.1,1,2022-04-01,223,Terra,MODIS,29,6.03,284.8,4.1,D,0
44.8908,126.1246,300.2,1,1,2022-04-01,223,Terra,MODIS,32,6.03,285.9,3,D,0
44.9206,130.529,301.6,1.1,1.1,2022-04-01,223,Terra,MODIS,38,6.03,282.1,5.6,D,2
44.9325,125.8813,302.5,1,1,2022-04-01,223,Terra,MODIS,52,6.03,286.4,3.7,D,0
44.9659,133.2005,309.2,1.4,1.2,2022-04-01,223,Terra,MODIS,68,6.03,280.2,19.4,D,0
45.0474,126.4629,304.5,1,1,2022-04-01,223,Terra,MODIS,59,6.03,285.4,5.6,D,0
